12,"Description:
Technical Writer for an SAP FI/CO project Development Tool(s) and Platform(s):
· Windows 2000
· MS Word 2000/XP
Technical:
· Experience performing technical writing, research, and related editing functions to prepare function specifications, functional requirements, and test scripts for SAP projects.
Non-Technical:
· Excellent customer service, interpersonal, communication and team collaboration skills are essential.
· Able to work well with little direction and in a team atmosphere.
· Ability to triage effectively under pressure.
· Direct telephone interaction with business unit professional.
· Excellent communication, interpersonal, teamwork, verbal, written. Methodology/Certification or related field. SAP experience required, FI/CO SAP modules knowledge highly preferred. Experience Requirements per Category:
· Technical Writer 3 - 7 years
· Software documentation experience 2 months or longer"
13,"Technical Writer for an SAP FI/CO project Development Tool(s) and Platform(s): -Windows 2000 -MS
Word 2000/XP
Technical:
Experience performing technical writing, research, and related editing functions to prepare function specifications, functional requirements, and test scripts for SAP projects.
Non-Technical:
· SAP experience required, FI/CO SAP modules knowledge highly preferred.
· Experience Requirements per Category: TW – 3- 7 years of software documentation experience
· Excellent customer service, interpersonal, communication and team collaboration skills are essential.
· Able to work well with little direction and in a team atmosphere.
· Ability to triage effectively under pressure.
· Direct telephone interaction with business unit professional.
· Excellent communication, interpersonal, teamwork, verbal, written.
· Methodology/Certification or related field."
14,"We are seeking an experienced Technical Writer to join the Marketing team in our New York City Headquarters.
Requirements
· Strong writing, communication and analytical skills.
· Five years experience in writing technical materials, including engineering reports, technical proposals, technical articles for industry publication, newsletters, among others.
· Self-starter, excellent work ethics and flexible.
· Must be able to meet deadlines, work independently and as part of a team.
· Microsoft Office Suite experience required.
Qualifications
· Bachelor’s Degree in Engineering, Marketing or Journalism.
· Engineering/Architectural/Construction Management experience preferred.
· Ability to meet tight deadlines.
· Willingness to accept new challenges and assignments."
15,"This role is without question one of the most interesting projects for a BA in NYC. The organization is launching a HUGE Data Center on January 1st 2014 & are looking for 2 Technical Writers to write up manuals & operational procedures for their new Data Center.
GOALS of the Hiring Manager
- Catch up on documentation throughout the department.
- Write all Operational Manuals before the new Data Center goes live in Jan.
- Create clear procedures & standards for level 1, 2, and 3 workflow tradeoff points. The Sr. Engineers are taking on more projects and are relieving work to mid-level technicians. Also, junior technicians are pushing more work up to mid-level technicians. The understanding of who is responsible for what must be crystal clear now.
1 BA works with 1 Technical Writer to own 1-of-2 core areas of work:
- The BA gathers info from Sr. Engineers and Level 1 Technicians (and other stakeholders) to identify exactly what they want to offload to Level 2. The BA then hands off their findings to the Technical Writer.
- The Technical Writer takes the BA's documents and creates workflows, manuals, process standards, and other IT Operational documents.
2 Core Areas of Work:
(a) Data Center Documentation Project:
- must do the all operational manuals for the entire Data Center including cooling standards, power standards, environmental, cabling, fire suppression, storage, and day-to-day MGT (are we escorting people, how do we accept delivery of hardware and who needs to approve it, access to the data center and what ID is needed).
(b) Departmental Process & Standards Documentation Project:
- all technical documentation of departmental processes and standards including the new procedure defining how level 1, 2, and 3 IT Support interacts with one another.
- Also includes ""How To"" documentation so procedures are clear for all core responsibilities for each level of support.
- Recommends best practices Requirements :
5+ Years of Technical Writing Experience
Experience in a ""Mature"" Organization that has set up standards, procedures etc...
Any experience in SharePoint is a PLUS
Any Data Center Experience is a HUGE PLUS!
Excellent Communication Skills are required"
16,"Bloomberg seeks a technical writer to create online user documentation for the BLOOMBERG PROFESSIONAL service.
The position involves researching, writing, and producing a high volume of client facing documentation for a rapidly evolving product. The role requires an individual who thrives on working in a fast paced cross functional organization, interacting proactively with product development teams and senior management, and driving the scope and direction of documentation deliverables. A successful candidate exhibits superior writing skills appropriate for client facing material, excellent attention to detail, and the ability to generate innovative ideas while working both independently and collaboratively as part of a team. The role will require up to six months of product training, including direct client interaction, to fully understand the product s functionality and usage.
Qualifications:
-5 10 years of technical writing experience or related discipline.
-Superior writing skills appropriate for an end user client audience.
-Excellent communication skills.
-Strong project management skills and interest in innovating and implementing workflow, process, and technical solutions.
-Strong time management, organization, and self-management skills.
-Ability to balance and manage multiple projects with variable timelines.
-Ability to analyze and transform custom financial tools and analytics into accurate, user-friendly documentation that can be used to report product enhancements and training.
-Ability to understand client requirements and provide useful documentation solutions
-Demonstrated ability to learn, use, and explain new software applications.
-Strong ability to visually display information and format and present images as part of effective content design.
-Ability to interact with business specialists, development teams, and senior management.
-Ability to work as part of a team and proactively generate ideas.
-Working knowledge of financial markets.
-Experience using Microsoft Office.
-Experience with XML and online authoring tools a strong plus.
-Editing experience a strong plus."
17,"CARA's pharmaceutical client has a year-long project for a strong Technical Writer for select design
management and documentation development to support the Quality Systems (QS) deliverables as they
relate to capital and non-capital initiatives, which are systems-based activities. The TW will perform QS
impact assessments, establish document development plan, and execute per plan. He/she will also
assist in or manage delegated activities in support of other business driven efforts as is relates to
document development and maintenance. Responsibilities:
· Edit and write Quality System policy and procedure documents
· Focus on driving QS process changes while working closely with IT and the business
· Interact with SMEs to ensure document accuracy and usability
· Facilitate meetings with SMEs and other stakeholders as needed
· Serve as an active voice in meetings and cultivate on-going relationships with the business, quality,
and IT communities
· Manage the document development, maintenance, and change request process for multiple
documents simultaneously
· Analyze documents and document sets to identify opportunities for improvement
Qualification:
· Experience mapping business processes
· Experience writing and editing policies and procedures, user guides, and job aids
· Experience with document change control requirements and quality control
· Experience analyzing document sets and developing strategies and tactics for improvements
· Experience managing multiple documents/projects simultaneously
· Experience in pharmaceuticals, required
o Experience in pharmaceutical regulatory affairs, strongly preferred
· Degree or certificate in technical communication or related field, or equivalent work experience
· Expertise in MS Word and Visio
· Excellent written and oral communication skills and listening skills
· Listens effectively and follows directions
· Effectively interview SMEs and users and facilitate meetings
· Quickly learn complex business processes and specialized terminology
· Work both independently and collaboratively, with little supervision
· Flexible – Able to work in a changing environment with changing priorities
· Experience with Excel, SnagIt, and SharePoint, preferred
· Experience applying Information Mapping methodology, preferred"
18,"Creates user manuals, documents systems and/or program. Writing technical documents to close compliance gaps. Will also possibly help writing new SOPs and forms. Engineering or Science related degree is desirable."
19,"Oak Ridge manufacturer is seeking a
technical writer. Position will be part time, 1-2 days/week.
Possibility to be full time based on capabilities and
performance.
Duties and Responsibilities:
 * Work with engineers to create documentation to move products into production
 * Work with engineers and production personnel
to update existing assembly and test procedures 
* Proofread, edit and organize technical documentation written by others
 * Revise documentation to incorporate revisions
and changes
Knowledge Skills and Abilities:
 * Strong writing, verbal communication and proofreading/editing skills
 * Attention to detail
 * Experience authoring and managing documentation using MS Word and Excel
 * Experience learning technical concepts and explaining them using text and diagrams
 * Electronics manufacturing experience is a plus
 * Experience using a CAD drawing
program is a plus as is a mechanical aptitude
 * Ability to assist in electromechanical assembly tasks is a plus"
20,"• Develops, writes, and edits material for reports, manuals, briefs, proposals, instruction books, catalogs, and related technical and administrative publications concerned with work methods and procedures, and installation, operation, and maintenance of machinery and other equipment
• Receives assignment from supervisor
• Observes production, developmental, and experimental activities to determine operating procedure and detail
• Interviews production and engineering personnel and reads journals, reports, and other material to become familiar with product technologies and production methods
• Reviews manufacturer's and trade catalogs, drawings and other data relative to operation, maintenance, and service of equipment
• Studies blueprints, sketches, drawings, parts lists, specifications, mockups, and product samples to integrate and delineate technology, operating procedure, and production sequence and detail
• Organizes material and completes writing assignment according to set standards regarding order, clarity, conciseness, style, and terminology
• Reviews published materials and recommends revisions or changes in scope, format, content, and methods of reproduction and binding
• May maintain records and files of work and revisions
• May select photographs, drawings, sketches, diagrams, and charts to illustrate material
• May assist in laying out material for publication
• May arrange for typing, duplication and distribution of material
• May write speeches, articles, and public or employee relations releases
• May edit, standardize, or make changes to material prepared by other writers or plant personnel
• May specialize in writing material regarding work methods and procedures
"
21,"Under general direction of the Technical Writing manager, responsible for designing and developing online help, user guides, training materials, web-based materials and other information products intended to facilitate the understanding and use of company developed software applications for both internal and external customers.

Specific responsibilities include:
• Develops RoboHelp online help systems and/or user guides. Incorporates screenshots, CBT videos and hyperlinks into online help systems.
• Learns applicable software applications and business processes for each project.
• Works directly with SMEs and developers to write, edit and review copy, illustrations, and other materials submitted for inclusion in the online help system.
• Serves as part of a functional team and can work individually to complete multiple assignments according to schedule.
• Performs other responsibilities associated with this position as appropriate."
22,"The Sr. Technical Writer is an enthusiastic, self-motivated person with great communication skills who can support the Quality Assurance program and development efforts through creation of technical documentation. The Technical Writer will demonstrate a high level of individual responsibility and accountability. This position will interface between the Development and Operations teams to develop procedures that accurately capture complex processes, highlight critical steps and are compatible with information systems. This is a 3-month contract position with strong permanent hire potential.
JOB RESPONSIBILITIES
• Create and support development documentation such as data mapping documents, coding standards, system standards, architectural diagrams etc.
• Research, develop, and write technical documentation (protocols, reports, manuals, etc.) for internal and external use.
• Collaborate with subject matter experts to ensure quality and technical accuracy of documentation.
• Review, improve, and centrally maintain existing documentation.
• Create clear and unambiguous step-by-step work instructions for complex clinical, IT and Engineering processes
• Insure records, files, drawings, procedures, documentation comply with regulatory requirements
Strong experience with technical requirements gathering for engineering and IT teams
• Ability to utilize publishing tools to create PDFs, brochures and artifacts as needed per each product's needs.
• Experience performing in a wide-range of technical writing environments (such as software, infrastructure, networking, etc.) is highly desired
• Experience with clinical data is a plus"
23,"Our client is seeking a Technical Writer for their Pasadena, California (CA) location. Our
client needs a technical writer to develop requirements and process documentation, operational manuals, training materials, website content, general communications, among other projects.

Under the guidance project team members, the Technical Writer duties include management and creation of required business and system documents in adherence to appropriate standards during business or technical writing processes and projects. These documents could include procedures, user manuals, system operation, and recovery instructions, project proposals, newsletters, presentations, and system design documents.

Duties also include participation in system design sessions; proofreading and editing of prepared documents; research, assimilation, interpretation, formatting and publishing of information on new tools, systems and materials; the ability to use ingenuity and creative thinking during the preparation of needed documents in an organized, consistent, professional manner; while remaining current in system development methodologies and while remaining compliant with regulations concerning the development of systems and system documents.

Top Responsibilities:
• Evaluate and identify necessary improvements to existing documents, editing
• documents as necessary
• Develop Communication materials as needed
• Evaluate and identify improvements on website documents
• Develop surveys for various training
• Assist in the development of material for e-learning training content
Technical Writer Qualifications (required unless noted otherwise):
Experience Level: 10+ Years
Skill Set: Technical writing and end-user documentation experience
User Manuals and On-line help experience
Excellent technical writing and written and oral communication, including editing
experience
BS degree
Excellent communication skills, self sufficient with minimal direction needed, ability
to assess various documentation and rewrite/redevelop and/or develop additional documents as necessary
Adaptability, flexibility, attention to detail and self starter"
24,"Must be capable of using a variety of complex systems / software, digital photographic equipment and specialty tooling to research to create Disassembly & Assembly information that is utilized by Client Dealer Technicians to repair and service the complete line of Client equipment.
• Candidates must have exceptional mechanical aptitude, construction and heavy equipment repair experience and/or a technology degree.
• The candidate needs to have an intermediate level understanding of product support, strong customer focus and the ability to travel.
• Candidates must be team players, have the ability and desire to learn complex technologies."
25,"Talascend is currently seeking a Technical Writer for a contract opportunity located in Peoria, IL.
Position Description:
Talascend is currently seeking a Technical Writer for a contract opportunity located in Peoria, Illinois.
Position Requirements:
• Must be capable of using a variety of complex systems/software, digital photographic equipment and specialty tooling to research to create Disassembly & Assembly information
• that is utilized by Dealer Technicians to repair and service the complete line of equipment
• Must have exceptional mechanical aptitude, construction and heavy equipment repair experience and/or a technology degree
• Obtains an intermediate level understanding of product support and strong customer focus
• Must be team player, have the ability and desire to learn complex technologies
• Ability to travel"
26,"This position is responsible for composing, editing and revising a variety of written and visual communication in support of research, technology development and sustaining engineering efforts. The position requires an experienced individual with a strong technical writing background that can apply written communication skills to develop project proposals, user manuals, assembly instructions, training programs and promotional material. In addition, this position requires an individual capable of developing business case and technical white papers in support of technology development projects.
The individual must have the ability to understand complex systems and processes and simplify this into easy to understand concepts. The technical writer will need to interface with cross-functional teams within the organization to successfully complete the work required by this position.
PRINCIPAL ACCOUNTABILITIES:
• Participates in project management lifecycle to determine necessary documents needed prior to implementation of project deliverables
• Manages documentation projects, starting from initial planning through writing and editing, reviewing and revising to final delivery of content
• Collaborate with stakeholders, engineers and management to develop position papers on strategic technologies; capturing both business and technical challenges and innovations
• Edit the material of others and make corrections and improvements as needed to ensure consistency and quality product output
• Identify and develop required manuals, training programs and documentation to support technology releases
• Interview appropriate individuals to gather necessary information to compose required documents
• Develop original content in compliance with company guidelines, procedures and policies to ensure the quality and effectiveness of the documentation deliverables
• Develop document content that is suitable to the intended audience
• Develop content suitable for executive communications
• Conduct review sessions with proper individuals to collect feedback and make necessary revisions prior to document release
• Update existing manuals, instructions, training programs and documents to reflect latest designs and best practices
• Creation and maintenance of safety documentation required for CE
• Identify and implement process improvements
SCOPE AND IMPACT:
Technical Writers in this position will develop a broad range of documentation as assigned to support TDSE and GTO initiatives. These initiatives contribute to O-I sustainability to reduce cost and improve process capability."
27,"Create effective technical documentation using clear and concise language. Writer may be required to review existing materials, conduct interviews with SMEs, or use applications or systems to update documentation.
Must be able to work independently, write and organize large volumes of content efficiently in a deadline driven environment; while adhering to organizational guidelines and standards.
Ideal candidate will be able to lead large/small group process workshops with internal and external business partners.
Must have strong verbal and written communication skills, with a background in writing procedures, guidelines, or manuals.
Travel and overtime may be required to meet deadlines.
Summary of essential job functions:
• Review, edit and update current procedures as required based on project changes
• Work with subject matter experts to extract business rules and procedural steps
• Ensure documentation adhere to Organizational guideline and standards
• Assist in the transitioning of the procedural documentation to business partners
• Maintain repository of Desk Level Procedures (DLPs) related to assigned business area
• Interface with subject matter experts and internal/external business partners to gain approval and /or feedback on standard process documentations updates.
• Update process documentation / desk level procedures based on the business partners specifications
• Track and communicate feedback, approval, and changes to the appropriate internal / external business partners.
• Provide weekly status (Mon-Wed-Friday) Also,- must have the following:
Attention to Detail, MS Excel, MS PowerPoint, MS Project, MS Visio, MS Word, Analytical skills, Verbal Communication."
28,"The Technical Writers role is to develop written/graphical information about the organizations computing systems that aid in their development, use, and support.
Outputs will include a range of documents to be consumed by both technical and non-technical personnel across all departments. The Technical Writer will communicate directly with Subject Matter Experts and related support staff throughout to ensure full, accurate, and complete aspects of system solutions and artifacts have been documented in a manner in which they can be understood by all necessary parties. The Technical Writer will be part of a collaborative team that develops solutions on the fly. We fully expect that at the end of design sessions this individual will have a full understanding of the processes and solutions discussed and the capability to communicate this information. This role will also be responsible for developing proposals, management presentations and graphics for use by client management for use in meetings with executives, partners and vendors.
This role REQUIRES experience writing technical mortgage documentation.
RESPONSIBILITIES
• Be an active participant in white-boarding design sessions, build and package consumable documents and diagrams that can be analyzed by all project team members, including outside vendors Manage and Own the library of technical specifications, keeping a full archive strategy, and making sure all applicable documents are up to date and easy to find.
• Liaise with project team members to collect and interpret technical information, and organize in a way that will allow for simple management and update processes, and to validate that documentation is correct and fits into the overall architectural standards.
• Research, evaluate, and recommend new documentation tools and methods in support of documentation improvement efforts.
• Develop documentation project plans and timelines. Edit written documentation of development and other staff to create unified and consistent support documents.
• Maintain currency and accuracy of all documentation.
• Establish, communicate, and maintain documentation standards, and provide training where required
• Develop presentations and graphics with input from client Management.
KNOWLEDGE REQUIRED
• 4+ years of technical writing within the mortgage industry.
• Experience in SOA technologies.
• Knowledge of current development tools and techniques"
29,"As the Technical Writer you will play a key role in our Innovation & Solutions practice by crafting product documentation and other materials based on the direction of our product development scrum teams, analysis of our users, and input from other practices.
The Technical Writer will be responsible for helping us develop and evolve our documentation strategy, as well as build out and maintain our existing library of documentations – including technical specification, release communications, user manuals, and other materials as needed. The key to the success of this position will be delivering high-quality documentation to our practices and end users, while also contributing to the our future vision regarding best practices and standards.
The individual in this role will have the opportunity to gain a large breadth of knowledge by working with experts in the fields of benefits outsourcing & software development. Our Product Development team associates feel empowered to make key decisions to continually improve our offerings and create supporting processes.
• Minimum of 5+ Years of Technical Writing experience
• Ability to set priorities and undertake complex tasks with minimal supervision
• Ability to work with multiple teams and multiple projects
• Experience writing developer guides, end user documentation, and software release communications.
• Excellent verbal and writing skills, including the ability to research, design, and write new documentation, as well as to maintain and improve existing materials
• Ability to assist in scoping documentation efforts and creation of timelines to meet deliverables
• Assist in the development of documentation support strategy
• Experience writing technical documents in .NET framework
• Experience in short release cycles and Agile-Scrum methodology
• Some functional knowledge in one or more of the following areas is a PLUS:  Health & Welfare Administration, Pension Administration, C#, Scrum / Agile, SQL Server
• BS / BA degree or relevant experience
• Some travel required (5-10%)"
30,"Our client is seeking a qualified candidate to develop specifications for products; enter information into systems.
Communicate with vendors to ensure accuracy. Must have experience with technical writing or technical design; proficient with Photoshop, Illustrator, Excel, and Word. Must be comfortable with technical drawings."
31,"OVERVIEW: Please note: this position can be location in either our Minneapolis or Philadelphia office. Our client, an alcohol beverage distiller and marketing, company is currently seeking MULTIPLE long-term Contract Technical Writers for their facility located in Plainfield, IL. The Spec Writer will work as part of a team to deliver technical specifications for component packaging, develop technical specification, route for approval and prepare and issue specifications to vendors. The purpose of this role is to support supply optimization work streams in the development of specifications.
Responsibilities
• Develop technical specifications for packaging components in Product Lifecycle Management. (Shippers, Dividers, labels, closures, glass and PET bottles.)
• Route packaging specifications for approval in PLM.
• Issue approved specifications to vendors.
• Review and validate the information for accuracy and use a routing and review process to get approval on the final specification.
• Communicate any problems or inconsistencies with the project manager to ensure changes do not have an impact on program deliverables.
Qualifications/Skills: 
• Bachelor of Science required (Preferably in Packaging)
• 1-2 years relevant work experience in Packaging industry
• Packaging Materials knowledge (shippers, dividers, labels, closures, glass and PET bottles)
• Microsoft Office software (Word, Excel, PowerPoint, etc.), TOPS or CAPE software
• SAP and PLM Knowledge is a plus."
32,"A Procedure Management developer is responsible for creating, updating and managing the procedural document needs for Legacy Asset Servicing and/or Home Loans Lines of Business. This position will partner with subject-matter-experts within the business to create keystroke, step-action desktop procedure or requirements-oriented program procedure documents. This position reports to the Procedure Management team and will support the Legacy Asset Servicing department: Technical Writer
Project: This position reports to the Procedure Management team and will support the Legacy Asset Servicing team.
Responsibilities: Responsible for creating, updating and managing the procedural document needs for Legacy Asset Servicing and/or Home Loans Lines of Business. This position will partner with subject-matter-experts within the business to create keystroke, step-action desktop procedure or requirements-oriented program procedure documents.
Job Duties:
• Creating relationships with Line of Business Subject-Matter-Experts (SMEs) to ensure their departmental procedure needs are fulfilled
• Analyzing business requirements for large, complex projects to understand impacts to procedures across all lines of business, and accurately accounting for impacted procedures.
• Engaging other Procedure Management team members as required and facilitating cross-functional efforts within Procedure Management.
• Researching processes, asking probing questions, following up on gaps and verifying information to produce high quality procedures which are clear and accurate for the user.
• Developing a strong understanding of the business in which the Operations
• Consultant supports.
• Using Infomat template to write documents.
Qualifications:
• Have procedural writing experience; English or Teaching degree; mortgage experience; easy-going temperament; excellent questioning/probing techniques; and excellent organization skills.
• Must have 2+ years of procedural document writing experience
• Extensive experience using MS Word
• Ability to write with step action structure (as required in writing sample)
• Must be well organized
• Excellent communication skills - oral and written
• Effective interpersonal skills
• Mortgage or credit card experience
• Travel: Must be willing to travel to assigned BAC location for Network setup and/or trouble-shooting issues
• Equipment: Required equipment will be shipped directly to a location or selected hire
• Network setup: Candidates will be required to go to the nearest center or branch for initial network setup and technical support if needed
• Must successfully complete training"
34,"Responsible for preparing unmanned aircraft and ground control station (GCS) technical documentation and manuals, to include operator and maintenance manuals, aircraft flight operations manual, aircraft and GCS maintenance manuals, training documentation, and other ground and support equipment manuals as required.
• Technical writing duties include researching, documenting, and developing detailed operator procedures, maintenance procedures, troubleshooting procedures, fault isolation procedures, checklists, technical specifications, field alert bulletins, training materials, and other procedures and reports to military requirements.
• Duties also include planning, coordinating, and leading the efforts of a small team to complete the project and may provide direction and training to less experienced staff.
• Utilize standard Microsoft or SGML-based writing and illustration software to develop these documents.
• Technical writing source material comes in the form of engineering dra
Typically requires education/formal training equivalent to the completion of an associate's degree in a related discipline and six or more years progressive experience in a technical field.  May substitute equivalent professional experience in lieu of education/training.  Must demonstrate a comprehensive technical understanding of military or commercial systems, and technical writing/editing principles, theories, standards and concepts.
Must have strong working knowledge of the development of technical manuals and documentation and strong working knowledge of computer-based tools in the production of technical documentation.
Must possess:
(1) the ability to grasp complex concepts quickly;
(2) the ability to maintain the confidentiality of sensitive information;
(3) strong organization skills;
(4) the ability to identify issues and develop innovation solutions to a variety of complex problems;
(5) strong analytical, interpersonal, verbal and written communication skills to accurately analyze, document and report; and,
(6) strong knowledge of computer operations and applications.
Ability to work both independently and lead in a team environment is essential as is the ability to work extended hours and travel as required."
35,"The Technical Writer creates, develops, plans, writes and edits requirement, technical, operational, instructional, maintenance, test procedures and project documents 
Responsibilities:
• Writes and edits project documentation (requirements, technical, operational, instructional, maintenance or test documents)
• Conducts interviews with various users, team members and technical staff to gather data for documentation
• Researches and translates technical information into manuals and/or web-based documents for nontechnical and technical users
• Recommends formats responsive to technical and customer requirements
• Produces products that conform to the Client documentation and quality assurance standards
• Recommend formats responsive to technical and customer requirements.
• Produces products that conform to the Client documentation and quality assurance standards.
Skills and Experience:
• Bachelor’s degree preferred
• Excellent oral/interviewing skills
• Excellent written skills with no grammatical or spelling errors
• Ability to work well with all levels of personnel to collect data for documentation"
36,"Kforce currently has an opening for a Technical Writer who will be responsible for creating end user documentation that meets project and customer requirements.Responsibilities include:
• Managing own time effectively to ensure assigned work is completed on schedule, according to productivity targets, and within budget.
• Responsible for documentation process development.
• Suggesting and implementing procedural enhancements.
• Responsible for documentation configuration management.
• Responsible for version control of documents using relevant tools (e.g., Visual SourceSafe, CVS).
• Demonstrating knowledge of Documentation Life cycle.
• Demonstrating proficiency in documentation tools (e.g., DITA editor), image capturing tools (e.g. SnagIt, Paint ShopPro, Adobe Photoshop) and graphics tools.
• Demonstrating strong proficiency in English language usage skills
• Implementing documentation in line with established plans and documentation standards for the product.
• Liaising with architects, business analysts, developers and testing teams for content input and document reviews to ensure that product functionality is well documented.
• Proactively understanding changes to project scope and making relevant changes to the documentation.
• Escalating issues in a timely manner and suggesting improvements.
• Ensuring all work is reviewed to the relevant documentation standards.
• Providing peer review support to work produced by others, confirming use of relevant documentation standards; approving work produced by others.
• Mentoring other members of the Documentation Center of Excellence team to improve their time management, productivity, and adherence to documentation standards.
• Maintaining professional relationships within the industry to enhance awareness and performance.
• Maintaining awareness of documentation trends in the industry to suggest and help implement relevant enhancements.
• As time permits, participating in customer and industry
Qualifications:
To be considered for this role one must have a minimum of 3 years technical writing experience. DITA/XML experience is absolutely required. It is essential that this writer can proactively maintain awareness of documentation standards to help implement relevant enhancements."
